member_id,age_band,region,plan_type,join_date,digital_affinity_score,device_type,baseline_propensity,treatment_eligible,impressions_post8w,reward_adopted,spotify_user_latent,adopt_week_id
4519,25-34,Free State,Classic,2023-08-12,55,GymScanner,1.119,1,5,0,0,
4520,45-54,Gauteng,Classic,2025-01-09,3,Wearable,-0.729,1,7,0,1,
4521,18-24,Gauteng,Essential,2022-05-12,68,Phone,-0.579,1,10,1,0,26.0
4522,45-54,Eastern Cape,Essential,2020-09-25,7,Wearable,-1.412,0,12,0,0,
4523,45-54,Gauteng,Plus,2022-07-21,78,Mixed,0.823,0,13,0,1,
4524,35-44,Western Cape,Essential,2020-03-13,42,Phone,-0.323,1,0,1,1,25.0
4525,25-34,Western Cape,Essential,2022-10-17,52,Mixed,0.151,0,4,0,1,
4526,45-54,Western Cape,Plus,2025-11-16,65,Wearable,-0.851,0,4,0,0,
4527,35-44,Free State,Essential,2022-06-22,57,Wearable,-0.787,0,0,0,0,
4528,55-64,Western Cape,Executive,2021-07-02,29,Mixed,-0.714,1,0,0,0,
4529,25-34,KwaZulu-Natal,Executive,2022-12-21,61,Phone,0.853,1,0,0,0,
4530,35-44,Western Cape,Essential,2025-01-02,32,Wearable,-0.727,1,2,0,0,
4531,35-44,Western Cape,Executive,2023-03-16,57,Mixed,1.881,0,0,0,0,
4532,25-34,KwaZulu-Natal,Classic,2020-04-20,54,Wearable,1.092,0,15,0,0,
4533,45-54,Gauteng,Essential,2022-12-22,38,GymScanner,-0.049,0,9,0,0,
4534,25-34,Gauteng,Classic,2023-12-15,100,Mixed,1.487,0,16,0,0,
4535,65+,Western Cape,Essential,2023-08-23,15,Wearable,-0.918,0,11,0,0,
4536,25-34,KwaZulu-Natal,Classic,2025-07-02,47,GymScanner,0.997,1,15,0,0,
4537,35-44,Gauteng,Classic,2023-11-23,69,Phone,1.01,0,4,0,1,
4538,35-44,Gauteng,Classic,2024-12-26,61,Wearable,0.358,1,9,1,0,25.0
4539,55-64,Gauteng,Plus,2023-11-03,5,GymScanner,-0.643,1,7,0,1,
4540,25-34,Eastern Cape,Classic,2022-03-23,48,Wearable,-0.091,0,0,0,0,
4541,65+,North West,Essential,2020-02-28,64,GymScanner,0.844,0,0,0,1,
4542,55-64,KwaZulu-Natal,Classic,2021-02-09,44,Phone,-0.103,1,32,0,1,
4543,25-34,Gauteng,Classic,2020-03-19,18,Mixed,0.056,1,9,0,0,
4544,35-44,KwaZulu-Natal,Plus,2025-12-04,66,Mixed,-0.997,0,4,0,1,
4545,35-44,KwaZulu-Natal,Executive,2025-11-23,52,Mixed,0.19,1,17,1,0,26.0
4546,18-24,Gauteng,Executive,2022-05-27,56,GymScanner,0.492,0,5,0,1,
4547,35-44,KwaZulu-Natal,Executive,2024-12-07,48,Phone,0.134,1,5,0,1,
4548,25-34,Eastern Cape,Classic,2021-02-23,42,Mixed,-1.292,0,3,0,0,
4549,18-24,Mpumalanga,Essential,2025-11-19,50,Wearable,-0.306,1,16,0,0,
4550,25-34,Western Cape,Essential,2022-06-21,75,Phone,-1.054,1,1,0,0,
4551,35-44,Gauteng,Essential,2023-07-21,57,Phone,-0.633,0,17,0,0,
4552,55-64,Gauteng,Plus,2023-05-09,49,Wearable,-0.714,1,11,0,0,
4553,35-44,KwaZulu-Natal,Classic,2024-12-05,17,Mixed,-2.438,1,9,0,0,
4554,25-34,Western Cape,Essential,2023-02-23,75,Phone,-0.134,0,0,0,0,
4555,25-34,KwaZulu-Natal,Classic,2025-01-25,57,Wearable,-0.798,1,13,1,0,26.0
4556,45-54,Gauteng,Classic,2022-03-20,67,Phone,0.472,1,7,0,1,
4557,25-34,Western Cape,Essential,2025-08-28,77,GymScanner,1.074,1,10,1,1,25.0
4558,25-34,KwaZulu-Natal,Essential,2020-05-16,20,Wearable,2.074,1,5,1,0,25.0
4559,25-34,Gauteng,Executive,2023-04-04,85,Wearable,0.784,0,7,0,1,
4560,25-34,North West,Plus,2024-03-31,80,Phone,-0.607,1,25,0,1,
4561,25-34,Western Cape,Executive,2021-08-29,30,Wearable,-1.656,1,17,1,0,26.0
4562,35-44,Mpumalanga,Classic,2020-06-27,66,Wearable,-0.895,1,17,0,0,
4563,25-34,Gauteng,Plus,2020-11-24,66,Mixed,-1.267,0,7,0,1,
4564,35-44,Gauteng,Plus,2025-03-27,95,Phone,0.297,1,29,0,1,
4565,35-44,KwaZulu-Natal,Essential,2023-09-11,13,Mixed,-1.09,0,7,0,1,
4566,35-44,Gauteng,Essential,2020-06-23,82,Mixed,0.707,1,14,1,0,25.0
4567,25-34,Western Cape,Classic,2025-03-15,53,Wearable,-0.242,0,3,0,0,
4568,65+,Eastern Cape,Classic,2025-07-19,50,Wearable,-0.732,0,0,0,1,
4569,55-64,KwaZulu-Natal,Plus,2024-02-01,64,Wearable,-0.804,0,10,0,0,
4570,45-54,Gauteng,Executive,2021-02-02,0,Phone,1.045,1,0,0,1,
4571,35-44,Gauteng,Classic,2021-10-03,23,Mixed,-2.133,0,10,0,1,
4572,35-44,Limpopo,Classic,2020-10-25,77,Mixed,-0.965,0,24,0,1,
4573,35-44,Western Cape,Classic,2022-10-18,68,Phone,0.809,1,10,0,1,
4574,18-24,Eastern Cape,Executive,2021-10-04,41,Wearable,0.938,1,13,1,1,26.0
4575,45-54,Gauteng,Essential,2020-04-16,78,Wearable,0.967,1,20,1,0,25.0
4576,45-54,Western Cape,Classic,2020-11-09,52,Phone,-0.163,1,6,0,1,
4577,45-54,Gauteng,Essential,2024-06-01,50,GymScanner,-1.207,0,22,0,1,
4578,45-54,North West,Classic,2023-10-29,37,Wearable,0.015,1,1,0,0,
4579,18-24,North West,Plus,2022-07-02,16,Mixed,0.118,1,0,0,1,
4580,25-34,North West,Classic,2025-10-05,51,Wearable,1.463,1,10,0,1,
4581,35-44,KwaZulu-Natal,Classic,2025-05-08,28,GymScanner,-0.967,1,0,0,0,
4582,25-34,Eastern Cape,Plus,2022-11-22,29,Wearable,-1.707,0,16,0,1,
4583,18-24,Eastern Cape,Classic,2024-12-07,77,Wearable,0.854,0,0,0,1,
4584,45-54,North West,Essential,2023-07-25,73,Wearable,1.797,1,11,0,0,
4585,35-44,Free State,Plus,2024-11-07,49,Wearable,-2.126,1,1,1,0,26.0
4586,35-44,Gauteng,Classic,2020-09-24,31,Mixed,-1.045,1,0,0,1,
4587,35-44,Gauteng,Classic,2025-05-15,70,Wearable,1.947,1,2,0,1,
4588,35-44,Western Cape,Plus,2025-09-27,82,Wearable,-0.676,1,10,0,0,
4589,65+,KwaZulu-Natal,Classic,2024-08-22,42,Mixed,-1.992,1,0,0,1,
4590,45-54,Limpopo,Essential,2024-11-14,72,Phone,0.655,1,3,1,1,26.0
4591,25-34,KwaZulu-Natal,Plus,2025-09-13,67,Wearable,-2.236,1,9,0,0,
4592,18-24,Eastern Cape,Essential,2024-10-05,70,Wearable,0.084,0,13,0,0,
4593,25-34,KwaZulu-Natal,Classic,2022-07-02,90,Phone,1.01,0,21,0,0,
4594,45-54,Gauteng,Executive,2024-10-23,87,GymScanner,1.618,1,13,1,0,25.0
4595,25-34,KwaZulu-Natal,Essential,2022-10-11,44,Mixed,0.13,1,6,0,1,
4596,35-44,Western Cape,Plus,2022-06-01,50,Mixed,0.758,0,15,0,0,
4597,65+,North West,Executive,2022-07-31,56,Phone,-0.547,0,29,0,0,
4598,18-24,Gauteng,Essential,2025-09-28,35,Wearable,0.383,1,12,1,0,26.0
4599,25-34,Gauteng,Essential,2021-11-10,63,GymScanner,-0.105,0,0,0,0,
4600,45-54,Gauteng,Classic,2022-07-03,61,Phone,-1.324,1,32,1,1,25.0
4601,25-34,Eastern Cape,Classic,2023-03-01,64,Mixed,0.096,1,2,0,1,
4602,25-34,Eastern Cape,Classic,2024-09-21,56,Mixed,0.31,0,7,0,0,
4603,45-54,Western Cape,Plus,2023-07-18,69,Phone,0.894,0,4,0,1,
4604,18-24,Gauteng,Classic,2020-03-04,67,Mixed,0.739,0,13,0,0,
4605,18-24,Limpopo,Classic,2020-06-19,46,Mixed,0.425,0,11,0,0,
4606,45-54,Gauteng,Essential,2024-03-09,79,Wearable,-0.363,1,21,1,1,26.0
4607,45-54,Limpopo,Executive,2024-05-10,47,Mixed,0.411,1,0,0,1,
4608,35-44,Free State,Essential,2020-06-09,45,Mixed,-0.312,1,20,0,0,
4609,45-54,North West,Classic,2025-07-09,41,Phone,-0.207,0,10,0,0,
4610,55-64,Gauteng,Plus,2022-05-24,56,Phone,1.781,1,5,0,1,
4611,35-44,North West,Executive,2020-03-26,48,Mixed,-0.352,1,7,1,0,26.0
4612,45-54,North West,Essential,2023-07-17,31,Phone,-1.172,0,3,0,0,
4613,45-54,Gauteng,Plus,2022-07-04,24,Mixed,-0.971,0,10,0,0,
4614,25-34,North West,Essential,2020-09-29,71,Wearable,-2.419,0,24,0,0,
4615,35-44,Mpumalanga,Essential,2021-05-24,19,Mixed,-0.46,0,2,0,0,
4616,55-64,North West,Plus,2023-07-17,40,GymScanner,-0.319,1,5,0,0,
4617,25-34,Eastern Cape,Plus,2022-01-19,69,Wearable,0.952,0,20,0,1,
4618,25-34,KwaZulu-Natal,Classic,2021-04-26,36,Wearable,0.856,0,8,0,0,
4619,65+,KwaZulu-Natal,Essential,2024-06-02,24,Mixed,0.719,1,5,0,0,
4620,65+,KwaZulu-Natal,Plus,2022-10-23,58,Mixed,-1.856,1,5,1,1,25.0
4621,35-44,Free State,Classic,2025-01-25,57,Wearable,0.431,1,0,1,1,26.0
4622,35-44,Eastern Cape,Essential,2024-04-13,54,Wearable,1.086,0,20,0,1,
4623,18-24,Limpopo,Classic,2021-05-09,5,Wearable,-0.78,1,6,0,0,
4624,25-34,KwaZulu-Natal,Plus,2022-01-16,40,Mixed,0.422,1,3,1,1,25.0
4625,35-44,Limpopo,Classic,2022-10-20,41,Mixed,1.91,1,6,1,0,25.0
4626,35-44,Gauteng,Essential,2020-11-27,80,Phone,1.303,1,2,0,1,
4627,45-54,North West,Essential,2023-08-29,14,GymScanner,0.872,0,0,0,0,
4628,25-34,Northern Cape,Plus,2025-03-25,58,Wearable,0.823,1,18,0,0,
4629,35-44,Gauteng,Classic,2025-04-01,68,Phone,-0.445,0,0,0,0,
4630,35-44,Gauteng,Classic,2025-01-21,79,Wearable,0.716,1,9,1,1,25.0
4631,65+,Gauteng,Executive,2025-12-03,64,Mixed,-0.855,0,6,0,1,
4632,35-44,Gauteng,Classic,2023-08-24,42,Mixed,2.176,0,10,0,0,
4633,45-54,Gauteng,Essential,2021-08-19,31,Wearable,0.301,0,0,0,0,
4634,45-54,Limpopo,Executive,2020-05-28,45,Mixed,0.273,1,11,0,1,
4635,25-34,KwaZulu-Natal,Classic,2022-12-07,44,Wearable,1.165,1,8,1,0,26.0
4636,35-44,KwaZulu-Natal,Essential,2022-03-18,44,Mixed,-0.432,0,8,0,0,
4637,25-34,Western Cape,Essential,2023-05-26,26,Phone,-1.796,0,7,0,0,
4638,35-44,KwaZulu-Natal,Essential,2025-04-10,59,Wearable,-0.25,1,0,1,0,26.0
4639,25-34,Eastern Cape,Classic,2025-12-15,62,Wearable,-0.114,1,41,1,1,25.0
4640,25-34,Gauteng,Classic,2023-04-21,70,Wearable,0.055,1,16,1,0,25.0
4641,25-34,Western Cape,Classic,2023-08-17,46,Mixed,0.492,0,15,0,1,
4642,35-44,Gauteng,Essential,2020-02-17,74,Mixed,1.293,1,6,1,1,26.0
4643,25-34,North West,Classic,2021-03-01,43,Phone,-0.586,0,8,0,1,
4644,45-54,Eastern Cape,Plus,2022-05-10,89,GymScanner,0.441,1,7,0,1,
4645,35-44,KwaZulu-Natal,Essential,2025-01-10,21,Mixed,1.349,1,10,0,1,
4646,25-34,Mpumalanga,Executive,2022-04-18,49,Mixed,-1.181,0,18,0,1,
4647,55-64,Free State,Essential,2025-12-06,24,Wearable,0.213,1,0,0,0,
4648,35-44,KwaZulu-Natal,Plus,2020-08-29,27,Wearable,0.239,0,0,0,1,
4649,45-54,KwaZulu-Natal,Classic,2023-03-31,44,Wearable,0.99,1,6,0,1,
4650,25-34,Northern Cape,Plus,2023-12-07,87,Phone,1.216,0,1,0,1,
4651,35-44,Western Cape,Essential,2020-03-20,46,GymScanner,0.376,1,5,0,1,
4652,55-64,KwaZulu-Natal,Plus,2025-09-05,52,Mixed,-0.478,0,0,0,0,
4653,35-44,Gauteng,Plus,2025-04-12,54,Wearable,0.044,0,0,0,1,
4654,65+,Gauteng,Classic,2020-03-27,62,Wearable,-0.859,1,19,0,1,
4655,45-54,KwaZulu-Natal,Plus,2022-07-22,39,Mixed,-1.345,1,0,0,1,
4656,55-64,Gauteng,Essential,2022-11-14,44,Wearable,0.497,1,9,0,0,
4657,35-44,Free State,Essential,2024-07-10,59,Phone,-0.354,1,32,1,0,25.0
4658,25-34,Free State,Essential,2024-07-13,4,Phone,0.231,1,5,0,0,
4659,35-44,Gauteng,Classic,2025-11-27,57,Wearable,-0.893,0,7,0,0,
4660,55-64,Eastern Cape,Plus,2025-02-20,56,Wearable,-0.388,0,4,0,1,
4661,25-34,KwaZulu-Natal,Executive,2023-10-10,62,Phone,-0.286,0,6,0,1,
4662,55-64,KwaZulu-Natal,Essential,2022-06-18,47,Mixed,-0.788,1,11,0,0,
4663,25-34,KwaZulu-Natal,Plus,2023-12-30,7,Wearable,1.148,1,18,1,0,25.0
4664,25-34,Gauteng,Classic,2023-06-23,58,Wearable,-0.091,0,26,0,0,
4665,25-34,Gauteng,Classic,2020-12-07,44,Wearable,0.381,0,21,0,1,
4666,35-44,Western Cape,Plus,2020-02-12,27,Wearable,1.409,0,3,0,0,
4667,35-44,KwaZulu-Natal,Plus,2023-10-19,65,Wearable,0.452,1,0,0,0,
4668,25-34,KwaZulu-Natal,Essential,2022-09-05,76,Mixed,1.393,1,4,1,0,26.0
4669,55-64,KwaZulu-Natal,Classic,2025-03-26,40,Mixed,0.211,1,0,0,1,
4670,55-64,Gauteng,Essential,2021-02-06,77,Phone,0.411,1,9,0,0,
4671,55-64,KwaZulu-Natal,Essential,2025-12-14,75,Wearable,-0.483,1,4,1,1,26.0
4672,45-54,Mpumalanga,Classic,2022-09-04,73,Wearable,0.735,1,11,0,0,
4673,18-24,Gauteng,Plus,2021-12-22,26,Wearable,0.728,0,8,0,0,
4674,45-54,Gauteng,Plus,2022-11-05,49,Wearable,-0.447,1,6,0,0,
4675,25-34,Western Cape,Classic,2025-03-09,49,Wearable,0.874,1,6,1,1,25.0
4676,55-64,Limpopo,Essential,2025-05-05,46,Mixed,0.085,1,1,0,1,
4677,35-44,Free State,Classic,2025-05-21,27,Phone,0.036,0,8,0,1,
4678,25-34,Free State,Plus,2020-06-22,73,Mixed,-0.294,1,34,0,0,
4679,18-24,KwaZulu-Natal,Classic,2022-05-04,72,Wearable,0.79,1,9,0,0,
4680,25-34,Eastern Cape,Plus,2024-12-15,32,Mixed,0.447,1,8,0,1,
4681,25-34,Gauteng,Essential,2024-01-30,59,Mixed,0.413,1,11,1,1,25.0
4682,65+,KwaZulu-Natal,Essential,2023-11-09,77,Mixed,0.085,1,8,0,1,
4683,45-54,Mpumalanga,Essential,2022-10-20,48,GymScanner,0.2,0,11,0,0,
4684,45-54,Northern Cape,Essential,2023-08-27,21,Mixed,0.34,0,12,0,1,
4685,25-34,Gauteng,Essential,2022-12-29,86,Mixed,0.548,1,0,0,1,
4686,55-64,KwaZulu-Natal,Executive,2022-11-18,42,Wearable,0.662,0,19,0,0,
4687,45-54,KwaZulu-Natal,Plus,2022-02-12,47,Wearable,0.551,0,9,0,1,
4688,55-64,Gauteng,Classic,2021-09-15,63,Mixed,0.116,1,9,1,0,26.0
4689,25-34,Gauteng,Classic,2020-12-30,66,Phone,1.8,1,0,0,1,
4690,65+,Western Cape,Classic,2024-07-18,49,Wearable,1.081,0,11,0,0,
4691,55-64,Gauteng,Classic,2022-10-23,55,Phone,-0.896,1,2,0,0,
4692,45-54,KwaZulu-Natal,Classic,2021-11-22,3,Mixed,-0.994,0,0,0,0,
4693,35-44,Western Cape,Essential,2024-08-26,64,Wearable,0.769,1,21,0,0,
4694,25-34,Gauteng,Essential,2025-09-28,34,Phone,-0.199,1,46,0,1,
4695,55-64,KwaZulu-Natal,Essential,2020-10-02,53,Phone,0.851,1,10,1,0,26.0
4696,25-34,Gauteng,Essential,2024-09-12,52,GymScanner,-0.485,0,3,0,1,
4697,55-64,KwaZulu-Natal,Classic,2023-04-18,78,Wearable,0.647,0,10,0,0,
4698,55-64,KwaZulu-Natal,Essential,2024-12-05,53,Mixed,1.092,0,1,0,1,
4699,35-44,KwaZulu-Natal,Plus,2022-03-06,57,Mixed,-0.889,0,0,0,0,
4700,35-44,Gauteng,Classic,2021-08-29,13,Wearable,0.177,0,0,0,1,
4701,35-44,KwaZulu-Natal,Classic,2025-10-01,53,Wearable,0.949,1,1,0,1,
4702,45-54,KwaZulu-Natal,Classic,2024-02-11,29,Wearable,0.239,1,11,0,1,
4703,35-44,Mpumalanga,Executive,2024-06-28,65,Mixed,-0.779,0,0,0,0,
4704,25-34,Gauteng,Essential,2022-12-12,46,Wearable,0.646,0,3,0,0,
4705,25-34,Mpumalanga,Plus,2022-08-01,73,Mixed,-0.953,1,12,1,0,26.0
4706,25-34,Gauteng,Essential,2020-12-15,91,Wearable,-0.862,1,8,1,0,26.0
4707,25-34,Western Cape,Classic,2021-10-26,52,Wearable,-0.471,1,34,0,1,
4708,55-64,Gauteng,Classic,2022-10-08,57,Wearable,0.756,0,2,0,1,
4709,25-34,Gauteng,Executive,2025-11-26,59,Mixed,0.283,0,22,0,1,
4710,25-34,Eastern Cape,Executive,2025-09-29,50,Phone,0.104,1,12,0,0,
4711,25-34,Gauteng,Essential,2025-02-16,82,Mixed,-0.157,0,26,0,1,
4712,18-24,Gauteng,Plus,2023-03-02,60,Mixed,-0.905,0,1,0,0,
4713,65+,Northern Cape,Plus,2020-10-03,48,Wearable,0.835,0,4,0,0,
4714,25-34,KwaZulu-Natal,Classic,2021-05-31,68,Phone,-0.195,0,6,0,1,
4715,45-54,Gauteng,Essential,2022-05-19,56,Phone,-0.915,1,0,0,0,
4716,55-64,Eastern Cape,Classic,2023-02-05,20,Wearable,-0.53,1,0,0,0,
4717,45-54,Gauteng,Plus,2024-07-23,67,Mixed,1.182,1,15,1,0,26.0
4718,45-54,Eastern Cape,Essential,2023-03-12,56,Mixed,0.355,1,0,0,0,
4719,25-34,Limpopo,Plus,2022-07-12,57,Wearable,-1.139,0,12,0,1,
4720,65+,KwaZulu-Natal,Classic,2025-03-02,30,Phone,-0.042,1,2,0,0,
4721,25-34,Gauteng,Plus,2023-08-20,58,Mixed,-0.068,0,8,0,0,
4722,45-54,Mpumalanga,Plus,2023-06-05,57,Wearable,-0.966,1,7,0,0,
4723,18-24,Gauteng,Classic,2024-07-10,52,Phone,-0.441,0,6,0,0,
4724,25-34,KwaZulu-Natal,Essential,2022-12-24,23,Mixed,0.54,1,0,1,1,26.0
4725,55-64,Eastern Cape,Classic,2021-10-25,42,GymScanner,0.106,1,10,1,0,26.0
4726,55-64,Northern Cape,Essential,2024-05-05,65,Mixed,0.647,0,18,0,0,
4727,45-54,Gauteng,Plus,2021-12-12,38,Phone,0.657,1,5,0,0,
4728,55-64,KwaZulu-Natal,Classic,2025-06-21,35,Mixed,-0.381,1,16,0,0,
4729,55-64,North West,Classic,2021-03-16,26,Mixed,0.686,0,1,0,0,
4730,25-34,Western Cape,Classic,2023-12-18,50,Wearable,0.508,1,13,0,0,
4731,55-64,Gauteng,Executive,2025-01-10,50,Mixed,-0.869,1,11,0,1,
4732,25-34,Gauteng,Executive,2020-11-15,65,Wearable,0.133,0,31,0,1,
4733,25-34,Western Cape,Essential,2025-06-02,100,GymScanner,0.872,1,26,1,1,26.0
4734,55-64,KwaZulu-Natal,Classic,2025-04-07,45,Wearable,1.597,0,3,0,0,
4735,65+,KwaZulu-Natal,Plus,2025-03-02,44,Wearable,0.643,1,1,0,1,
4736,45-54,KwaZulu-Natal,Essential,2022-07-28,41,Wearable,0.476,1,8,0,0,
4737,25-34,KwaZulu-Natal,Essential,2021-08-09,40,Phone,2.16,0,9,0,0,
4738,25-34,Mpumalanga,Classic,2022-07-26,77,Wearable,1.344,0,19,0,1,
4739,65+,Gauteng,Essential,2022-09-12,85,Wearable,0.115,1,17,0,0,
4740,35-44,Gauteng,Plus,2022-02-02,54,GymScanner,2.107,0,20,0,0,
4741,35-44,Gauteng,Essential,2023-10-12,46,GymScanner,-0.901,0,0,0,1,
4742,55-64,KwaZulu-Natal,Classic,2020-03-07,64,Mixed,1.267,0,0,0,0,
4743,45-54,Gauteng,Plus,2024-01-03,87,Wearable,0.01,1,13,1,1,26.0
4744,25-34,North West,Plus,2024-01-05,46,Phone,-0.731,0,8,0,1,
4745,18-24,Gauteng,Essential,2025-08-06,41,Wearable,0.235,1,10,1,1,25.0
4746,25-34,North West,Classic,2024-07-03,47,Mixed,-0.155,0,16,0,0,
4747,55-64,Gauteng,Plus,2023-08-28,47,Phone,0.293,0,8,0,1,
4748,35-44,KwaZulu-Natal,Essential,2022-05-17,25,Wearable,-0.01,1,23,0,0,
4749,65+,Eastern Cape,Essential,2020-06-19,50,Wearable,-0.961,1,5,0,1,
4750,18-24,Mpumalanga,Plus,2023-02-06,36,GymScanner,1.072,0,15,0,1,
4751,25-34,Western Cape,Classic,2025-02-16,48,Phone,0.605,1,0,0,1,
4752,18-24,Western Cape,Classic,2020-04-16,64,GymScanner,0.869,1,11,1,0,26.0
4753,25-34,Gauteng,Classic,2025-05-20,62,Phone,-0.237,0,16,0,0,
4754,35-44,KwaZulu-Natal,Plus,2024-10-12,59,Phone,1.256,0,8,0,1,
4755,35-44,Gauteng,Classic,2020-10-31,50,Phone,0.701,1,6,0,0,
4756,55-64,Gauteng,Essential,2022-07-14,40,Phone,1.336,1,0,0,0,
4757,35-44,Free State,Classic,2021-08-26,67,Phone,-0.529,1,10,1,0,25.0
4758,25-34,Free State,Classic,2020-11-07,30,Phone,-1.749,0,11,0,0,
4759,45-54,Mpumalanga,Classic,2025-12-08,32,Wearable,1.586,1,5,0,0,
4760,25-34,KwaZulu-Natal,Classic,2023-01-15,34,Phone,-0.608,1,0,1,1,26.0
4761,18-24,North West,Classic,2024-06-26,63,Wearable,1.188,1,1,0,0,
4762,45-54,Gauteng,Classic,2021-10-05,23,Wearable,-0.054,1,3,0,0,
4763,35-44,Western Cape,Plus,2021-06-25,85,Phone,0.489,0,10,0,0,
4764,45-54,Gauteng,Classic,2025-01-23,39,Phone,-0.48,0,15,0,0,
4765,45-54,Limpopo,Essential,2021-07-07,30,GymScanner,0.067,1,10,0,0,
4766,35-44,Gauteng,Plus,2021-09-09,48,Mixed,-0.592,1,14,1,1,25.0
4767,45-54,KwaZulu-Natal,Classic,2025-12-20,18,GymScanner,-1.137,0,3,0,1,
4768,25-34,Gauteng,Classic,2021-04-12,100,Wearable,1.278,0,17,0,0,
4769,35-44,Western Cape,Executive,2021-04-25,24,Wearable,-0.321,0,10,0,1,
4770,35-44,Gauteng,Plus,2020-10-16,30,Wearable,0.321,1,0,0,1,
4771,35-44,Mpumalanga,Essential,2025-11-25,77,Phone,0.328,0,0,0,0,
4772,55-64,Gauteng,Essential,2021-09-05,35,Phone,1.334,0,0,0,0,
4773,55-64,KwaZulu-Natal,Plus,2021-10-07,44,Phone,1.076,1,0,0,0,
4774,25-34,Western Cape,Essential,2024-12-14,73,Phone,0.977,1,4,0,1,
4775,55-64,KwaZulu-Natal,Essential,2022-03-10,58,GymScanner,0.095,1,30,0,0,
4776,35-44,Gauteng,Essential,2024-08-31,58,Phone,2.378,1,0,1,1,25.0
4777,35-44,Limpopo,Plus,2023-02-22,57,Mixed,-0.005,0,0,0,1,
4778,55-64,Northern Cape,Plus,2025-05-28,63,Phone,-1.828,1,1,1,1,25.0
4779,45-54,KwaZulu-Natal,Essential,2023-03-11,45,Wearable,-1.15,0,13,0,1,
4780,18-24,Eastern Cape,Classic,2022-01-31,66,Mixed,1.059,1,3,0,1,
4781,35-44,Eastern Cape,Classic,2024-03-09,54,Wearable,0.751,0,6,0,0,
4782,25-34,Gauteng,Classic,2020-07-11,26,Mixed,-0.137,0,0,0,0,
4783,55-64,KwaZulu-Natal,Essential,2020-12-18,45,Phone,-1.727,1,10,0,0,
4784,45-54,Eastern Cape,Classic,2020-11-28,38,Wearable,-1.3,1,8,0,0,
4785,25-34,Gauteng,Plus,2021-03-17,42,Phone,0.909,0,10,0,1,
4786,65+,Gauteng,Essential,2024-07-29,48,Wearable,-0.811,1,6,0,1,
4787,45-54,KwaZulu-Natal,Classic,2023-01-02,65,Mixed,0.226,0,0,0,1,
4788,25-34,Gauteng,Essential,2023-09-01,17,Wearable,0.107,1,8,0,1,
4789,35-44,KwaZulu-Natal,Classic,2024-10-06,30,GymScanner,1.088,1,17,0,1,
4790,35-44,Gauteng,Classic,2025-03-21,31,Wearable,0.593,1,0,0,0,
4791,55-64,Western Cape,Essential,2020-03-08,19,Wearable,-0.647,0,12,0,1,
4792,18-24,KwaZulu-Natal,Classic,2020-02-16,63,GymScanner,1.292,0,16,0,0,
4793,55-64,Gauteng,Executive,2023-07-16,17,Phone,1.464,0,0,0,1,
4794,18-24,Gauteng,Essential,2024-08-20,29,Wearable,1.51,1,11,0,0,
4795,45-54,Northern Cape,Classic,2025-06-13,43,Wearable,-0.607,1,14,1,1,26.0
4796,35-44,Free State,Plus,2023-06-14,41,Mixed,-0.074,1,6,0,0,
4797,35-44,KwaZulu-Natal,Essential,2020-07-10,44,Wearable,-0.908,0,12,0,0,
4798,65+,KwaZulu-Natal,Classic,2024-03-15,4,Mixed,-0.683,1,0,1,1,25.0
4799,35-44,Eastern Cape,Executive,2022-10-22,16,Mixed,0.369,1,0,0,1,
4800,25-34,Free State,Plus,2022-08-11,84,Wearable,-1.882,1,21,1,1,26.0
4801,35-44,Gauteng,Plus,2021-07-09,70,Phone,0.858,1,1,1,0,26.0
4802,45-54,Gauteng,Essential,2023-05-13,33,Phone,0.063,1,0,0,0,
4803,35-44,Gauteng,Essential,2021-08-02,25,GymScanner,-0.075,1,9,0,0,
4804,35-44,Western Cape,Plus,2023-02-19,46,Mixed,-0.278,0,12,0,1,
4805,25-34,Gauteng,Classic,2021-11-07,82,Mixed,-0.463,1,3,0,0,
4806,25-34,Mpumalanga,Executive,2020-06-27,27,Wearable,-0.167,1,0,0,0,
4807,25-34,KwaZulu-Natal,Executive,2024-08-31,46,Phone,-0.84,0,31,0,0,
4808,35-44,Gauteng,Plus,2024-02-13,54,Wearable,-0.203,0,11,0,0,
4809,65+,Gauteng,Essential,2021-07-09,37,Phone,0.95,1,7,0,1,
4810,25-34,Gauteng,Essential,2020-09-26,28,Wearable,-0.093,1,0,0,0,
4811,35-44,North West,Plus,2020-06-18,74,Mixed,-0.141,0,0,0,0,
4812,18-24,Western Cape,Essential,2025-04-25,25,Wearable,0.606,1,10,0,0,
4813,55-64,Gauteng,Classic,2023-01-07,36,GymScanner,0.005,0,3,0,0,
4814,35-44,Gauteng,Essential,2024-12-19,17,Mixed,-0.589,0,0,0,1,
4815,55-64,Western Cape,Plus,2020-05-04,49,Wearable,1.704,1,17,1,0,25.0
4816,55-64,Free State,Classic,2021-09-18,32,Wearable,-1.721,0,8,0,1,
4817,25-34,Gauteng,Executive,2021-05-20,90,Phone,1.355,1,31,1,1,26.0
4818,55-64,Eastern Cape,Classic,2021-10-19,37,Wearable,1.221,0,7,0,0,
4819,55-64,Gauteng,Essential,2023-11-04,59,Wearable,-0.229,1,4,1,0,26.0
4820,25-34,Western Cape,Classic,2022-09-25,56,Mixed,-1.042,0,9,0,1,
